1	2	3	4	5	6	7	8
NonRel	treated with nasal cpap modalities ≥ @NUMBER cm h2o and fio2 between @NUMBER and [s1] @NUMBER [e1] for at least @NUMBER hours to maintain spo2 @NUMBER - @NUMBER %	treated with nasal cpap modalities ≥ @NUMBER cm h2o and fio2 between @NUMBER and @NUMBER for at least [s2] @NUMBER hours [e2] to maintain spo2 @NUMBER - @NUMBER %	upper_bound	lower_bound	11632_5	11632_6	11632.0
NonRel	treated with nasal cpap modalities ≥ @NUMBER cm h2o and [s1] fio2 [e1] between @NUMBER and @NUMBER for at least @NUMBER hours to maintain spo2 @NUMBER - @NUMBER %	treated with nasal cpap modalities ≥ @NUMBER cm h2o and fio2 between @NUMBER and @NUMBER for at least @NUMBER hours to maintain [s2] spo2 [e2] @NUMBER - @NUMBER %	clinical_variable	clinical_variable	11632_3	11632_7	11632.0
NonRel	treated with nasal cpap modalities ≥ @NUMBER cm h2o and fio2 between @NUMBER and @NUMBER for at least [s1] @NUMBER hours [e1] to maintain spo2 @NUMBER - @NUMBER %	treated with nasal cpap modalities ≥ @NUMBER cm h2o and fio2 between @NUMBER and @NUMBER for at least @NUMBER hours to maintain spo2 [s2] @NUMBER [e2] - @NUMBER %	lower_bound	lower_bound	11632_6	11632_8	11632.0
NonRel	treated with nasal cpap modalities ≥ @NUMBER cm h2o and fio2 between @NUMBER and @NUMBER for at least @NUMBER hours to maintain spo2 [s1] @NUMBER [e1] - @NUMBER %	treated with nasal cpap modalities ≥ @NUMBER cm h2o and fio2 between @NUMBER and @NUMBER for at least @NUMBER hours to maintain spo2 @NUMBER - [s2] @NUMBER % [e2]	lower_bound	upper_bound	11632_8	11632_9	11632.0
hasValue	[s1] weight [e1] < @NUMBER g	weight < [s2] @NUMBER g [e2]	clinical_variable	upper_bound	11633_0	11633_1	11633.0
NonRel	age [s1] @NUMBER [e1] - @NUMBER	age @NUMBER - [s2] @NUMBER [e2]	lower_bound	upper_bound	11634_1	11634_2	11634.0
hasTemp	meet dsm-iv criteria for current ( [s1] past-6 month [e1] ) attention deficit hyperactivity disorder ( adhd )	meet dsm-iv criteria for current ( past-6 month ) attention [s2] deficit hyperactivity disorder ( adhd ) [e2]	upper_bound	chronic_disease	11635_0	11635_1	11635.0
NonRel	[s1] suicidal [e1] , homicidal or evidence of current ( past 6-month ) mental illness	suicidal , [s2] homicidal [e2] or evidence of current ( past 6-month ) mental illness	chronic_disease	chronic_disease	11637_0	11637_1	11637.0
NonRel	suicidal , [s1] homicidal [e1] or evidence of current ( past 6-month ) mental illness	suicidal , homicidal or evidence of current ( past 6-month ) [s2] mental illness [e2]	chronic_disease	chronic_disease	11637_1	11637_3	11637.0
NonRel	[s1] alanine aminotransferase ( alt ) [e1] > @NUMBER x normal or renal function ( estimated creatinine clearance < @NUMBER cc / min )	alanine aminotransferase ( alt ) > @NUMBER x normal or renal function ( [s2] estimated creatinine clearance [e2] < @NUMBER cc / min )	clinical_variable	clinical_variable	11638_0	11638_2	11638.0
NonRel	alanine aminotransferase ( alt ) > [s1] @NUMBER x normal [e1] or renal function ( estimated creatinine clearance < @NUMBER cc / min )	alanine aminotransferase ( alt ) > @NUMBER x normal or renal function ( estimated creatinine clearance < [s2] @NUMBER cc / min [e2] )	lower_bound	upper_bound	11638_1	11638_3	11638.0
NonRel	agrees to discontinue any current [s1] anti-emetic treatments [e1] ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	agrees to discontinue any current anti-emetic treatments ( including [s2] antihistamines [e2] , ginger , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	treatment	treatment	11639_0	11639_1	11639.0
NonRel	agrees to discontinue any current anti-emetic treatments ( including [s1] antihistamines [e1] , ginger , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	agrees to discontinue any current anti-emetic treatments ( including antihistamines , [s2] ginger [e2] , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	treatment	treatment	11639_1	11639_2	11639.0
NonRel	agrees to discontinue any current anti-emetic treatments ( including antihistamines , [s1] ginger [e1] , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day [s2] vitamin b6 [e2] , serotonin or dopamine antagonists , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	treatment	treatment	11639_2	11639_4	11639.0
NonRel	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day [s1] vitamin b6 [e1] , serotonin or dopamine antagonists , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , [s2] serotonin [e2] or dopamine antagonists , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	treatment	treatment	11639_4	11639_5	11639.0
NonRel	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , [s1] serotonin [e1] or dopamine antagonists , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , serotonin or [s2] dopamine antagonists [e2] , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	treatment	treatment	11639_5	11639_6	11639.0
NonRel	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , serotonin or [s1] dopamine antagonists [e1] , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , [s2] anticholinergics [e2] , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	treatment	treatment	11639_6	11639_7	11639.0
NonRel	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , [s1] anticholinergics [e1] , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , anticholinergics , [s2] acupuncture [e2] , hypnosis , or wrist bands ) for the next @NUMBER weeks	treatment	treatment	11639_7	11639_8	11639.0
NonRel	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , anticholinergics , [s1] acupuncture [e1] , hypnosis , or wrist bands ) for the next @NUMBER weeks	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , anticholinergics , acupuncture , [s2] hypnosis [e2] , or wrist bands ) for the next @NUMBER weeks	treatment	treatment	11639_8	11639_9	11639.0
NonRel	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , anticholinergics , acupuncture , [s1] hypnosis [e1] , or wrist bands ) for the next @NUMBER weeks	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , anticholinergics , acupuncture , hypnosis , or [s2] wrist bands [e2] ) for the next @NUMBER weeks	treatment	treatment	11639_9	11639_10	11639.0
NonRel	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > [s1] @NUMBER mg / day [e1] vitamin b6 , serotonin or dopamine antagonists , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the next @NUMBER weeks	agrees to discontinue any current anti-emetic treatments ( including antihistamines , ginger , > @NUMBER mg / day vitamin b6 , serotonin or dopamine antagonists , anticholinergics , acupuncture , hypnosis , or wrist bands ) for the [s2] next @NUMBER weeks [e2]	lower_bound	upper_bound	11639_3	11639_11	11639.0
hasValue	have a [s1] motherisk-puqe score [e1] of ≥ @NUMBER for the 24-hour baseline period	have a motherisk-puqe score of ≥ [s2] @NUMBER [e2] for the 24-hour baseline period	clinical_variable	lower_bound	11641_0	11641_1	11641.0
NonRel	have at least [s1] one [e1] of the following : @NUMBER - @NUMBER + ketonuria , serum potassium < 3.4mmol , or > @NUMBER % weight loss from weight upon entry to prenatal care	have at least one of the following : [s2] @NUMBER [e2] - @NUMBER + ketonuria , serum potassium < 3.4mmol , or > @NUMBER % weight loss from weight upon entry to prenatal care	lower_bound	lower_bound	11642_0	11642_1	11642.0
NonRel	have at least one of the following : [s1] @NUMBER [e1] - @NUMBER + ketonuria , serum potassium < 3.4mmol , or > @NUMBER % weight loss from weight upon entry to prenatal care	have at least one of the following : @NUMBER - [s2] @NUMBER [e2] + ketonuria , serum potassium < 3.4mmol , or > @NUMBER % weight loss from weight upon entry to prenatal care	lower_bound	upper_bound	11642_1	11642_2	11642.0
NonRel	have at least one of the following : @NUMBER - @NUMBER + [s1] ketonuria [e1] , serum potassium < 3.4mmol , or > @NUMBER % weight loss from weight upon entry to prenatal care	have at least one of the following : @NUMBER - @NUMBER + ketonuria , [s2] serum potassium [e2] < 3.4mmol , or > @NUMBER % weight loss from weight upon entry to prenatal care	clinical_variable	clinical_variable	11642_3	11642_4	11642.0
NonRel	have at least one of the following : @NUMBER - [s1] @NUMBER [e1] + ketonuria , serum potassium < 3.4mmol , or > @NUMBER % weight loss from weight upon entry to prenatal care	have at least one of the following : @NUMBER - @NUMBER + ketonuria , serum potassium < [s2] 3.4mmol [e2] , or > @NUMBER % weight loss from weight upon entry to prenatal care	upper_bound	upper_bound	11642_2	11642_5	11642.0
NonRel	have at least one of the following : @NUMBER - @NUMBER + ketonuria , serum potassium < [s1] 3.4mmol [e1] , or > @NUMBER % weight loss from weight upon entry to prenatal care	have at least one of the following : @NUMBER - @NUMBER + ketonuria , serum potassium < 3.4mmol , or > [s2] @NUMBER % [e2] weight loss from weight upon entry to prenatal care	upper_bound	lower_bound	11642_5	11642_6	11642.0
NonRel	have failed [s1] therapy [e1] with at least one antiemetic	have failed therapy with at least one [s2] antiemetic [e2]	treatment	treatment	11643_0	11643_2	11643.0
NonRel	have fetal ultrasound within @NUMBER weeks prior to enrollment confirming a normal-appearing , intrauterine , singleton [s1] pregnancy [e1] of gestational age < @NUMBER weeks at time of enrollment	have fetal ultrasound within @NUMBER weeks prior to enrollment confirming a normal-appearing , intrauterine , singleton pregnancy of [s2] gestational age [e2] < @NUMBER weeks at time of enrollment	pregnancy	clinical_variable	11644_1	11644_2	11644.0
NonRel	have fetal ultrasound within [s1] @NUMBER weeks prior [e1] to enrollment confirming a normal-appearing , intrauterine , singleton pregnancy of gestational age < @NUMBER weeks at time of enrollment	have fetal ultrasound within @NUMBER weeks prior to enrollment confirming a normal-appearing , intrauterine , singleton pregnancy of gestational age < [s2] @NUMBER weeks [e2] at time of enrollment	upper_bound	upper_bound	11644_0	11644_3	11644.0
hasTemp	[s1] bone scan [e1] completed within @NUMBER days	bone scan completed within [s2] @NUMBER days [e2]	treatment	upper_bound	11645_0	11645_1	11645.0
NonRel	clinical stage a ≤ [s1] t1 [e1] - t2a ( american joint committee on cancer [ ajcc ] @NUMBER th edition )	clinical stage a ≤ t1 - [s2] t2a [e2] ( american joint committee on cancer [ ajcc ] @NUMBER th edition )	lower_bound	upper_bound	11646_1	11646_2	11646.0
NonRel	eastern cooperative oncology group ( ecog ) performance status must be level [s1] @NUMBER [e1] or @NUMBER within @NUMBER days prior to registration	eastern cooperative oncology group ( ecog ) performance status must be level @NUMBER or [s2] @NUMBER [e2] within @NUMBER days prior to registration	lower_bound	upper_bound	11647_1	11647_2	11647.0
NonRel	eastern cooperative oncology group ( ecog ) performance status must be level @NUMBER or [s1] @NUMBER [e1] within @NUMBER days prior to registration	eastern cooperative oncology group ( ecog ) performance status must be level @NUMBER or @NUMBER within [s2] @NUMBER days prior [e2] to registration	upper_bound	upper_bound	11647_2	11647_3	11647.0
hasValue	[s1] gleason scores [e1] ≤ @NUMBER ( 3+4 )	gleason scores ≤ [s2] @NUMBER ( 3+4 ) [e2]	clinical_variable	upper_bound	11648_0	11648_1	11648.0
hasTemp	psa should not be obtained prior to [s1] @NUMBER days after [e1] stopping finasteride	psa should not be obtained prior to @NUMBER days after stopping [s2] finasteride [e2]	upper_bound	treatment	11649_0	11649_1	11649.0
hasTemp	psa should not be obtained prior to [s1] @NUMBER days [e1] after stopping dutasteride	psa should not be obtained prior to @NUMBER days after stopping [s2] dutasteride [e2]	upper_bound	treatment	11650_0	11650_1	11650.0
NonRel	[s1] psa [e1] should not be obtained within @NUMBER days after prostate biopsy	psa should not be obtained within @NUMBER days after [s2] prostate biopsy [e2]	clinical_variable	treatment	11651_0	11651_2	11651.0
NonRel	prostate specific antigen ( psa ) ≤ [s1] @NUMBER ng / ml [e1] within @NUMBER days prior to registration	prostate specific antigen ( psa ) ≤ @NUMBER ng / ml within [s2] @NUMBER days prior [e2] to registration	upper_bound	upper_bound	11652_1	11652_2	11652.0
NonRel	[s1] serum creatinine [e1] ≤ @NUMBER times upper limit of institutional normal normal ( normal : ≤ @NUMBER ml / min / @NUMBER m^2 )	serum creatinine ≤ @NUMBER times upper limit of institutional normal [s2] normal [e2] ( normal : ≤ @NUMBER ml / min / @NUMBER m^2 )	clinical_variable	clinical_variable	11653_0	11653_2	11653.0
NonRel	serum creatinine ≤ [s1] @NUMBER times upper limit of institutional normal [e1] normal ( normal : ≤ @NUMBER ml / min / @NUMBER m^2 )	serum creatinine ≤ @NUMBER times upper limit of institutional normal normal ( normal : ≤ [s2] @NUMBER ml / min / @NUMBER m^2 [e2] )	upper_bound	upper_bound	11653_1	11653_3	11653.0
NonRel	[s1] unstable angina [e1] and / or congestive heart failure requiring hospitalization within the last @NUMBER months	unstable angina and / or [s2] congestive heart failure [e2] requiring hospitalization within the last @NUMBER months	chronic_disease	chronic_disease	11654_0	11654_1	11654.0
NonRel	unstable angina and / or [s1] congestive heart failure [e1] requiring hospitalization within the last @NUMBER months	unstable angina and / or congestive heart failure requiring [s2] hospitalization [e2] within the last @NUMBER months	chronic_disease	treatment	11654_1	11654_2	11654.0
hasTemp	use of [s1] finasteride [e1] within @NUMBER days prior to registration	use of finasteride within [s2] @NUMBER days prior [e2] to registration	treatment	upper_bound	11655_0	11655_1	11655.0
hasTemp	have a history / physical examination with [s1] digital rectal examination of the prostate [e1] within @NUMBER days prior to screening	have a history / physical examination with digital rectal examination of the prostate within [s2] @NUMBER days prior [e2] to screening	treatment	upper_bound	11656_0	11656_1	11656.0
NonRel	willing and able to complete the expanded prostate cancer index composite ( epic ) questionnaire ( baseline , [s1] @NUMBER [e1] , @NUMBER and @NUMBER months post end of radiation therapy )	willing and able to complete the expanded prostate cancer index composite ( epic ) questionnaire ( baseline , @NUMBER , @NUMBER and [s2] @NUMBER months [e2] post end of radiation therapy )	lower_bound	upper_bound	11657_0	11657_1	11657.0
NonRel	all patients currently taking [s1] steroids [e1] at the time of surgery or during the six-week recovery period as well as patients with betamethasone hypersensitivity	all patients currently taking steroids at the time of [s2] surgery [e2] or during the six-week recovery period as well as patients with betamethasone hypersensitivity	treatment	treatment	11658_0	11658_1	11658.0
NonRel	all patients currently taking steroids at the time of [s1] surgery [e1] or during the six-week recovery period as well as patients with betamethasone hypersensitivity	all patients currently taking steroids at the time of surgery or during the six-week recovery period as well as patients with [s2] betamethasone [e2] hypersensitivity	treatment	allergy_name	11658_1	11658_3	11658.0
NonRel	participant age is [s1] @NUMBER [e1] ( newborn ) to @NUMBER years -old	participant age is @NUMBER ( newborn ) to [s2] @NUMBER years [e2] -old	lower_bound	upper_bound	11659_1	11659_2	11659.0
hasValue	[s1] dlco [e1] ≥ @NUMBER % predicted	dlco ≥ [s2] @NUMBER % [e2] predicted	clinical_variable	lower_bound	11660_0	11660_1	11660.0
hasValue	[s1] glomerular filtration rate ( gfr ) [e1] ≥ @NUMBER % predicted	glomerular filtration rate ( gfr ) ≥ [s2] @NUMBER % [e2] predicted	clinical_variable	lower_bound	11661_0	11661_1	11661.0
NonRel	[s1] graft failure [e1] as defined by blood / marrow chimerism of < @NUMBER %	graft failure as defined by [s2] blood / marrow chimerism [e2] of < @NUMBER %	chronic_disease	clinical_variable	11662_0	11662_1	11662.0
NonRel	[s1] refractory cytopenia [e1] defined by bone marrow cellularity < @NUMBER % ( with < @NUMBER % residual hematopoietic cells )	refractory cytopenia defined by [s2] bone marrow cellularity [e2] < @NUMBER % ( with < @NUMBER % residual hematopoietic cells )	cancer	clinical_variable	11663_0	11663_1	11663.0
NonRel	refractory cytopenia defined by bone marrow cellularity < [s1] @NUMBER % [e1] ( with < @NUMBER % residual hematopoietic cells )	refractory cytopenia defined by bone marrow cellularity < @NUMBER % ( with < [s2] @NUMBER % [e2] residual hematopoietic cells )	upper_bound	upper_bound	11663_2	11663_3	11663.0
NonRel	refractory cytopenia defined by [s1] bone marrow cellularity [e1] < @NUMBER % ( with < @NUMBER % residual hematopoietic cells )	refractory cytopenia defined by bone marrow cellularity < @NUMBER % ( with < @NUMBER % [s2] residual hematopoietic cells [e2] )	clinical_variable	clinical_variable	11663_1	11663_4	11663.0
hasValue	[s1] absolute neutrophil count [e1] < @NUMBER / ul without hematopoietic growth factor support	absolute neutrophil count < [s2] @NUMBER / ul [e2] without hematopoietic growth factor support	clinical_variable	upper_bound	11664_0	11664_1	11664.0
hasValue	[s1] absolute reticulocyte count [e1] < @NUMBER / ul	absolute reticulocyte count < [s2] @NUMBER / ul [e2]	clinical_variable	upper_bound	11665_0	11665_1	11665.0
hasTemp	[s1] acute myeloid leukemia [e1] with > @NUMBER % blasts	acute myeloid leukemia with > [s2] @NUMBER % [e2] blasts	cancer	lower_bound	11666_0	11666_1	11666.0
hasValue	[s1] hemoglobin [e1] < @NUMBER g / ul	hemoglobin < [s2] @NUMBER g / ul [e2]	clinical_variable	upper_bound	11667_0	11667_1	11667.0
NonRel	[s1] left ventricular ejection fraction [e1] ≥ @NUMBER % with no evidence of decompensated heart failure	left ventricular ejection fraction ≥ @NUMBER % with no evidence of [s2] decompensated heart failure [e2]	clinical_variable	chronic_disease	11668_0	11668_2	11668.0
hasValue	[s1] platelets [e1] < @NUMBER / ul	platelets < [s2] @NUMBER / ul [e2]	clinical_variable	upper_bound	11669_0	11669_1	11669.0
hasValue	[s1] platelets [e1] < @NUMBER / ul	platelets < [s2] @NUMBER / ul [e2]	clinical_variable	upper_bound	11670_0	11670_1	11670.0
hasValue	[s1] age [e1] @NUMBER or older	age [s2] @NUMBER [e2] or older	age	lower_bound	11671_0	11671_1	11671.0
NonRel	[s1] aspartate transaminase ( ast ) [e1] / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; hemoglobin < @NUMBER g / dl ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	aspartate transaminase ( ast ) / [s2] alanine transaminase ( alt ) [e2] > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; hemoglobin < @NUMBER g / dl ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	clinical_variable	clinical_variable	11672_0	11672_1	11672.0
NonRel	aspartate transaminase ( ast ) / [s1] alanine transaminase ( alt ) [e1] > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; hemoglobin < @NUMBER g / dl ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; [s2] total bilirubin [e2] > @NUMBER x uln ; hemoglobin < @NUMBER g / dl ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	clinical_variable	clinical_variable	11672_1	11672_3	11672.0
NonRel	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > [s1] @NUMBER x upper limit of normal ( uln ) [e1] ; total bilirubin > @NUMBER x uln ; hemoglobin < @NUMBER g / dl ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > [s2] @NUMBER x uln [e2] ; hemoglobin < @NUMBER g / dl ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	lower_bound	lower_bound	11672_2	11672_4	11672.0
NonRel	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; [s1] total bilirubin [e1] > @NUMBER x uln ; hemoglobin < @NUMBER g / dl ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; [s2] hemoglobin [e2] < @NUMBER g / dl ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	clinical_variable	clinical_variable	11672_3	11672_5	11672.0
NonRel	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > [s1] @NUMBER x uln [e1] ; hemoglobin < @NUMBER g / dl ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; hemoglobin < [s2] @NUMBER g / dl [e2] ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	lower_bound	upper_bound	11672_4	11672_6	11672.0
NonRel	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; [s1] hemoglobin [e1] < @NUMBER g / dl ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; hemoglobin < @NUMBER g / dl ; [s2] neutrophil count [e2] < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	clinical_variable	clinical_variable	11672_5	11672_7	11672.0
NonRel	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; hemoglobin < [s1] @NUMBER g / dl [e1] ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; hemoglobin < @NUMBER g / dl ; neutrophil count < [s2] @NUMBER x @NUMBER / l [e2] ; or platelet count < @NUMBER x @NUMBER / l	upper_bound	upper_bound	11672_6	11672_8	11672.0
NonRel	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; hemoglobin < @NUMBER g / dl ; [s1] neutrophil count [e1] < @NUMBER x @NUMBER / l ; or platelet count < @NUMBER x @NUMBER / l	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; hemoglobin < @NUMBER g / dl ; neutrophil count < @NUMBER x @NUMBER / l ; or [s2] platelet count [e2] < @NUMBER x @NUMBER / l	clinical_variable	clinical_variable	11672_7	11672_9	11672.0
NonRel	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; hemoglobin < @NUMBER g / dl ; neutrophil count < [s1] @NUMBER x @NUMBER / l [e1] ; or platelet count < @NUMBER x @NUMBER / l	aspartate transaminase ( ast ) / alanine transaminase ( alt ) > @NUMBER x upper limit of normal ( uln ) ; total bilirubin > @NUMBER x uln ; hemoglobin < @NUMBER g / dl ; neutrophil count < @NUMBER x @NUMBER / l ; or platelet count < [s2] @NUMBER x @NUMBER / l [e2]	upper_bound	upper_bound	11672_8	11672_10	11672.0
NonRel	history of [s1] cancer [e1] within five years other than localized basal or squamous cell carcinoma not near the orbital area	history of cancer within five years other than localized [s2] basal [e2] or squamous cell carcinoma not near the orbital area	cancer	cancer	11673_0	11673_2	11673.0
NonRel	history of cancer within five years other than localized [s1] basal [e1] or squamous cell carcinoma not near the orbital area	history of cancer within five years other than localized basal or [s2] squamous cell carcinoma [e2] not near the orbital area	cancer	cancer	11673_2	11673_3	11673.0
hasTemp	patients with a prior history of [s1] cancer [e1] will need documentation from their cancer specialist that the cancer was cured at least @NUMBER years before study entry	patients with a prior history of cancer will need documentation from their cancer specialist that the cancer was cured at least [s2] @NUMBER years [e2] before study entry	cancer	lower_bound	11674_0	11674_1	11674.0
hasTemp	[s1] social anxiety disorder [e1] within the past @NUMBER days	social anxiety disorder within the [s2] past @NUMBER days [e2]	chronic_disease	upper_bound	11677_0	11677_1	11677.0
hasTemp	@NUMBER [s1] laxative [e1] ( osmotic or stimulant ) for @NUMBER weeks	@NUMBER laxative ( osmotic or stimulant ) for [s2] @NUMBER weeks [e2]	treatment	upper_bound	11679_0	11679_1	11679.0
hasValue	[s1] altomare obstructed defecation syndrome score [e1] of @NUMBER points or above	altomare obstructed defecation syndrome score of [s2] @NUMBER points [e2] or above	clinical_variable	lower_bound	11681_0	11681_1	11681.0
hasTemp	prior [s1] chemotherapy [e1] within the past @NUMBER years	prior chemotherapy within the [s2] past @NUMBER years [e2]	treatment	upper_bound	11683_0	11683_1	11683.0
NonRel	age between [s1] @NUMBER [e1] and @NUMBER	age between @NUMBER and [s2] @NUMBER [e2]	lower_bound	upper_bound	11684_1	11684_2	11684.0
hasValue	[s1] body mass index [e1] > @NUMBER	body mass index > [s2] @NUMBER [e2]	bmi	lower_bound	11685_0	11685_1	11685.0
hasTemp	expected use of [s1] epidural analgesia [e1] for > @NUMBER hours	expected use of epidural analgesia for > [s2] @NUMBER hours [e2]	treatment	lower_bound	11686_0	11686_1	11686.0
NonRel	arm @NUMBER - [s1] bpdcn [e1] : research participants with a diagnosis of bpdcn , according to world health organization ( who ) classification by hematopathology , who underwent at least @NUMBER line of systemic therapy for bpdcn and who have persistent or recurrent disease	arm @NUMBER - bpdcn : research participants with a diagnosis of bpdcn , according to world health organization ( who ) classification by hematopathology , who underwent at least @NUMBER line of [s2] systemic therapy [e2] for bpdcn and who have persistent or recurrent disease	cancer	treatment	11687_0	11687_2	11687.0
NonRel	[s1] ast [e1] ≤ @NUMBER x uln , alt ≤ @NUMBER x uln	ast ≤ @NUMBER x uln , [s2] alt [e2] ≤ @NUMBER x uln	clinical_variable	clinical_variable	11688_0	11688_2	11688.0
NonRel	[s1] alanine aminotransferase ( alt ) [e1] and aspartate aminotransferase ( ast ) ≤ @NUMBER times the institutional upper limits of normal	alanine aminotransferase ( alt ) and [s2] aspartate aminotransferase ( ast ) [e2] ≤ @NUMBER times the institutional upper limits of normal	clinical_variable	clinical_variable	11689_0	11689_1	11689.0
